Theta,Growth,samplingSize,n.haplotypes,n.seg.sites
ten,no,32,11,29
ten,no,32,12,32
ten,no,32,13,35
ten,no,32,13,37
ten,no,32,11,29
ten,no,32,12,31
ten,no,32,15,39
ten,no,32,15,39
ten,no,32,14,34
ten,no,32,14,37
ten,no,32,14,36
ten,no,32,13,35
ten,no,32,13,33
ten,no,32,16,38
ten,no,32,15,38
ten,no,32,14,37
ten,no,32,16,38
ten,no,32,12,30
ten,no,32,18,41
ten,no,32,16,38
ten,no,32,16,40
ten,no,32,14,35
ten,no,32,16,40
ten,no,64,18,41
ten,no,64,21,43
ten,no,64,18,41
ten,no,64,20,44
ten,no,64,18,40
ten,no,64,19,43
ten,no,64,25,47
ten,no,64,23,46
ten,no,64,20,43
ten,no,64,20,43
ten,no,64,22,45
ten,no,64,23,46
ten,no,64,20,43
ten,no,64,20,43
ten,no,64,21,44
ten,no,64,21,44
ten,no,64,19,41
ten,no,64,20,41
ten,no,64,20,42
ten,no,64,20,42
ten,no,64,20,44
ten,no,64,19,41
ten,no,64,18,41
ten,no,64,20,41
ten,no,64,23,45
ten,no,64,20,42
ten,no,64,21,44
ten,no,64,24,47
ten,no,64,18,41
ten,no,64,22,46
ten,no,64,20,42
ten,no,64,18,41
ten,no,64,22,43
ten,no,64,20,43
ten,no,64,25,49
ten,no,64,18,40
ten,no,64,25,48
ten,no,64,17,38
ten,no,64,22,45
ten,no,64,23,45
ten,no,64,16,38
ten,no,64,21,44
ten,no,64,21,45
ten,no,64,20,41
ten,no,64,17,38
ten,no,64,23,45
ten,no,64,18,40
ten,no,64,20,44
ten,no,64,22,44
ten,no,64,15,38
ten,no,64,23,46
ten,no,64,21,45
ten,no,64,21,43
ten,no,64,17,39
ten,no,64,17,39
ten,no,64,19,40
ten,no,64,19,41
ten,no,64,22,44
ten,no,64,22,46
ten,no,64,25,47
ten,no,64,24,47
ten,no,64,19,43
ten,no,64,24,47
ten,no,64,19,41
ten,no,64,21,44
ten,no,64,20,43
ten,no,64,20,45
ten,no,64,22,45
ten,no,64,23,46
ten,no,64,20,42
ten,no,64,23,46
ten,no,64,22,44
ten,no,64,21,42
ten,no,64,21,44
ten,no,64,22,46
ten,no,64,18,41
ten,no,64,24,47
ten,no,64,23,47
ten,no,64,23,45
ten,no,64,19,41
ten,no,64,24,47
ten,no,64,23,46
ten,no,64,22,45
ten,no,64,20,43
ten,no,64,19,42
ten,no,64,18,41
ten,no,64,17,37
ten,no,64,22,45
ten,no,64,21,44
ten,no,64,22,44
ten,no,64,20,42
ten,no,64,22,45
ten,no,64,15,36
ten,no,64,22,45
ten,no,64,18,40
ten,no,64,21,44
ten,no,64,22,45
ten,no,64,21,43
ten,no,64,21,43
ten,no,64,21,42
ten,no,128,20,42
ten,no,128,27,50
ten,no,128,33,56
ten,no,128,23,47
ten,no,128,24,47
ten,no,128,26,50
ten,no,128,25,48
ten,no,128,24,47
ten,no,128,29,53
ten,no,128,28,51
ten,no,128,26,49
ten,no,128,24,46
ten,no,128,27,50
ten,no,128,26,48
ten,no,128,25,47
ten,no,128,30,54
ten,no,128,29,52
ten,no,128,26,49
ten,no,128,25,48
ten,no,128,26,49
ten,no,128,30,53
ten,no,128,28,51
ten,no,128,24,46
ten,no,128,32,56
ten,no,128,26,49
ten,no,128,26,50
ten,no,128,26,48
ten,no,128,28,50
ten,no,128,24,47
ten,no,128,25,47
ten,no,128,28,52
ten,no,128,28,51
ten,no,128,27,51
ten,no,128,24,47
ten,no,128,24,47
ten,no,128,26,49
ten,no,128,30,52
ten,no,128,28,52
ten,no,128,25,47
ten,no,128,25,48
ten,no,128,27,52
ten,no,128,27,50
ten,no,128,32,55
ten,no,128,25,47
ten,no,128,30,54
ten,no,128,30,53
ten,no,128,28,51
ten,no,128,26,48
ten,no,128,26,49
ten,no,128,27,50
ten,no,128,20,42
ten,no,128,26,50
ten,no,128,26,50
ten,no,128,26,49
ten,no,128,27,49
ten,no,128,25,48
ten,no,128,25,48
ten,no,128,29,53
ten,no,128,25,47
ten,no,128,29,52
ten,no,128,24,47
ten,no,128,28,50
ten,no,128,25,48
ten,no,128,25,47
ten,no,128,29,52
ten,no,128,30,53
ten,no,128,24,48
ten,no,128,27,50
ten,no,128,27,50
ten,no,128,26,49
ten,no,128,29,53
ten,no,128,26,50
ten,no,128,29,52
ten,no,128,22,44
ten,no,128,24,47
ten,no,128,23,45
ten,no,128,24,48
ten,no,128,23,46
ten,no,128,28,51
ten,no,128,27,51
ten,no,128,25,49
ten,no,128,23,46
ten,no,128,25,48
ten,no,128,28,51
ten,no,128,22,45
ten,no,128,27,49
ten,no,128,27,50
ten,no,128,23,46
ten,no,128,26,49
ten,no,128,21,44
ten,no,128,31,54
ten,no,128,25,49
ten,no,128,26,48
ten,no,128,27,51
ten,no,128,27,50
ten,no,128,29,52
ten,no,128,26,48
ten,no,128,24,47
ten,no,128,28,52
ten,no,128,25,47
twenty,no,2,2,11
twenty,no,2,2,5
twenty,no,2,2,62
twenty,no,2,2,11
twenty,no,2,2,58
twenty,no,2,2,5
twenty,no,2,2,66
twenty,no,2,2,5
twenty,no,2,2,17
twenty,no,2,2,16
twenty,no,2,1,0
twenty,no,2,2,60
twenty,no,2,2,18
twenty,no,2,2,14
twenty,no,2,2,22
twenty,no,2,2,57
twenty,no,2,2,3
twenty,no,2,2,11
twenty,no,2,2,14
twenty,no,2,2,62
twenty,no,2,2,59
twenty,no,2,2,61
twenty,no,2,2,65
twenty,no,2,2,61
twenty,no,2,2,61
twenty,no,2,2,2
twenty,no,2,2,14
twenty,no,2,2,3
twenty,no,2,2,58
twenty,no,2,2,61
twenty,no,2,2,14
twenty,no,2,2,67
twenty,no,2,2,61
twenty,no,2,2,14
twenty,no,2,2,61
twenty,no,2,2,4
twenty,no,2,2,60
twenty,no,2,2,66
twenty,no,2,2,60
twenty,no,2,2,3
twenty,no,2,2,1
twenty,no,2,2,61
twenty,no,2,2,5
twenty,no,2,2,61
twenty,no,2,2,61
twenty,no,2,2,3
twenty,no,2,2,61
twenty,no,2,2,62
twenty,no,2,2,61
twenty,no,2,2,11
twenty,no,2,2,60
twenty,no,2,2,4
twenty,no,2,2,60
twenty,no,2,2,20
twenty,no,2,2,14
twenty,no,2,2,61
twenty,no,2,2,10
twenty,no,2,2,4
twenty,no,2,2,14
twenty,no,2,2,17
twenty,no,2,1,0
twenty,no,2,2,11
twenty,no,2,2,10
twenty,no,2,2,63
twenty,no,2,2,3
twenty,no,2,2,13
twenty,no,2,2,61
twenty,no,2,2,18
twenty,no,2,2,1
twenty,no,2,2,59
twenty,no,2,2,60
twenty,no,2,2,61
twenty,no,2,2,61
twenty,no,2,2,59
twenty,no,2,2,4
twenty,no,2,2,18
twenty,no,2,2,12
twenty,no,2,2,3
twenty,no,2,2,10
twenty,no,2,2,60
twenty,no,2,2,63
twenty,no,2,2,62
twenty,no,2,2,13
twenty,no,2,2,2
twenty,no,2,2,61
twenty,no,2,2,11
twenty,no,2,2,60
twenty,no,2,2,59
twenty,no,2,2,3
twenty,no,2,1,0
twenty,no,2,2,66
twenty,no,2,2,59
twenty,no,2,2,5
twenty,no,2,2,14
twenty,no,2,2,10
twenty,no,2,2,15
twenty,no,2,2,2
twenty,no,2,2,14
twenty,no,2,2,59
twenty,no,2,2,60
twenty,no,4,4,68
twenty,no,4,4,14
twenty,no,4,4,18
twenty,no,4,4,17
twenty,no,4,4,69
twenty,no,4,4,25
twenty,no,4,4,69
twenty,no,4,4,73
twenty,no,4,3,69
twenty,no,4,4,67
twenty,no,4,4,68
twenty,no,4,4,69
twenty,no,4,4,23
twenty,no,4,4,20
twenty,no,4,4,73
twenty,no,4,3,64
twenty,no,4,4,15
twenty,no,4,3,65
twenty,no,4,4,69
twenty,no,4,4,20
twenty,no,4,4,73
twenty,no,4,4,72
twenty,no,4,4,64
twenty,no,4,3,68
twenty,no,4,3,68
twenty,no,4,4,28
twenty,no,4,4,66
twenty,no,4,4,66
twenty,no,4,3,65
twenty,no,4,3,69
twenty,no,4,4,74
twenty,no,4,4,77
twenty,no,4,4,78
twenty,no,4,4,17
twenty,no,4,3,5
twenty,no,4,4,63
twenty,no,4,4,71
twenty,no,4,4,68
twenty,no,4,4,64
twenty,no,4,4,69
twenty,no,4,4,72
twenty,no,4,4,79
twenty,no,4,3,67
twenty,no,4,3,66
twenty,no,4,4,75
twenty,no,4,4,20
twenty,no,4,3,67
twenty,no,4,4,77
twenty,no,4,4,22
twenty,no,4,4,63
twenty,no,4,4,74
twenty,no,4,4,69
twenty,no,4,4,25
twenty,no,4,3,65
twenty,no,4,4,14
twenty,no,4,4,68
twenty,no,4,4,15
twenty,no,4,3,17
twenty,no,4,4,17
twenty,no,4,4,68
twenty,no,4,4,63
twenty,no,4,4,69
twenty,no,4,4,24
twenty,no,4,3,13
twenty,no,4,4,15
twenty,no,4,4,61
twenty,no,4,3,16
twenty,no,4,4,69
twenty,no,4,4,66
twenty,no,4,4,31
twenty,no,4,3,65
twenty,no,4,4,69
twenty,no,4,3,63
twenty,no,4,3,5
twenty,no,4,4,69
twenty,no,4,4,74
twenty,no,4,4,66
twenty,no,4,4,70
twenty,no,4,4,78
twenty,no,4,4,15
twenty,no,4,4,73
twenty,no,4,4,65
twenty,no,4,4,66
twenty,no,4,3,63
twenty,no,4,4,63
twenty,no,4,3,70
twenty,no,4,3,66
twenty,no,4,4,70
twenty,no,4,3,60
twenty,no,4,3,61
twenty,no,4,4,7
twenty,no,4,3,65
twenty,no,4,4,75
twenty,no,4,4,68
twenty,no,4,4,21
twenty,no,4,4,80
twenty,no,4,4,70
twenty,no,4,4,66
twenty,no,4,4,19
twenty,no,4,4,72
twenty,no,8,6,70
twenty,no,8,8,81
twenty,no,8,8,83
twenty,no,8,8,86
twenty,no,8,7,77
twenty,no,8,7,88
twenty,no,8,7,73
twenty,no,8,8,75
twenty,no,8,8,74
twenty,no,8,8,73
twenty,no,8,8,35
twenty,no,8,7,73
twenty,no,8,8,73
twenty,no,8,7,71
twenty,no,8,6,66
twenty,no,8,7,80
twenty,no,8,7,71
twenty,no,8,6,73
twenty,no,8,7,82
twenty,no,8,6,70
twenty,no,8,6,77
twenty,no,8,8,73
twenty,no,8,7,82
twenty,no,8,8,82
twenty,no,8,7,85
twenty,no,8,8,75
twenty,no,8,8,75
twenty,no,8,6,79
twenty,no,8,8,73
twenty,no,8,6,72
twenty,no,8,7,81
twenty,no,8,7,80
twenty,no,8,6,79
twenty,no,8,7,71
twenty,no,8,7,68
twenty,no,8,8,82
twenty,no,8,7,79
twenty,no,8,7,26
twenty,no,8,7,78
twenty,no,8,6,70
twenty,no,8,7,87
twenty,no,8,7,82
twenty,no,8,7,20
twenty,no,8,7,81
twenty,no,8,8,86
twenty,no,8,7,71
twenty,no,8,8,90
twenty,no,8,7,74
twenty,no,8,8,75
twenty,no,8,8,82
twenty,no,8,6,77
twenty,no,8,6,77
twenty,no,8,5,70
twenty,no,8,6,79
twenty,no,8,5,76
twenty,no,8,8,81
twenty,no,8,6,77
twenty,no,8,7,82
twenty,no,8,6,78
twenty,no,8,6,70
twenty,no,8,6,69
twenty,no,8,7,76
twenty,no,8,7,89
twenty,no,8,8,81
twenty,no,8,7,88
twenty,no,8,7,82
twenty,no,8,6,76
twenty,no,8,8,76
twenty,no,8,8,76
twenty,no,8,8,91
twenty,no,8,7,78
twenty,no,8,7,79
twenty,no,8,6,75
twenty,no,8,7,77
twenty,no,8,6,26
twenty,no,8,8,89
twenty,no,8,6,74
twenty,no,8,8,82
twenty,no,8,7,74
twenty,no,8,7,78
twenty,no,8,7,74
twenty,no,8,8,85
twenty,no,8,6,70
twenty,no,8,7,85
twenty,no,8,8,80
twenty,no,8,8,82
twenty,no,8,7,68
twenty,no,8,8,79
twenty,no,8,8,79
twenty,no,8,7,76
twenty,no,8,6,20
twenty,no,8,7,69
twenty,no,8,4,62
twenty,no,8,7,81
twenty,no,8,7,76
twenty,no,8,5,75
twenty,no,8,8,90
twenty,no,8,7,75
twenty,no,8,7,70
twenty,no,8,8,20
twenty,no,16,11,85
twenty,no,16,10,82
twenty,no,16,11,88
twenty,no,16,13,85
twenty,no,16,13,90
twenty,no,16,9,86
twenty,no,16,8,86
twenty,no,16,15,83
twenty,no,16,14,95
twenty,no,16,11,79
twenty,no,16,11,78
twenty,no,16,13,95
twenty,no,16,12,93
twenty,no,16,12,75
twenty,no,16,11,82
twenty,no,16,13,88
twenty,no,16,14,93
twenty,no,16,14,86
twenty,no,16,12,93
twenty,no,16,12,91
twenty,no,16,12,84
twenty,no,16,11,85
twenty,no,16,13,90
twenty,no,16,15,98
twenty,no,16,12,94
twenty,no,16,13,87
twenty,no,16,14,89
twenty,no,16,12,78
twenty,no,16,10,83
twenty,no,16,11,84
twenty,no,16,12,87
twenty,no,16,12,90
twenty,no,16,13,95
twenty,no,16,13,97
twenty,no,16,13,94
twenty,no,16,13,93
twenty,no,16,12,78
twenty,no,16,12,89
twenty,no,16,14,89
twenty,no,16,11,85
twenty,no,16,11,77
twenty,no,16,11,90
twenty,no,16,13,77
twenty,no,16,10,87
twenty,no,16,12,92
twenty,no,16,13,97
twenty,no,16,13,82
twenty,no,16,14,95
twenty,no,16,11,86
twenty,no,16,9,83
twenty,no,16,13,98
twenty,no,16,10,86
twenty,no,16,11,90
twenty,no,16,14,88
twenty,no,16,12,87
twenty,no,16,12,91
twenty,no,16,9,82
twenty,no,16,12,90
twenty,no,16,11,89
twenty,no,16,12,85
twenty,no,16,10,86
twenty,no,16,12,88
twenty,no,16,13,94
twenty,no,16,13,84
twenty,no,16,9,75
twenty,no,16,11,89
twenty,no,16,12,88
twenty,no,16,14,96
twenty,no,16,11,85
twenty,no,16,13,89
twenty,no,16,10,79
twenty,no,16,11,85
twenty,no,16,13,91
twenty,no,16,10,73
twenty,no,16,11,86
twenty,no,16,14,94
twenty,no,16,12,78
twenty,no,16,13,77
twenty,no,16,13,92
twenty,no,16,12,94
twenty,no,16,10,93
twenty,no,16,12,92
twenty,no,16,11,87
twenty,no,16,12,84
twenty,no,16,13,98
twenty,no,16,13,96
twenty,no,16,13,95
twenty,no,16,14,96
twenty,no,16,13,93
twenty,no,16,10,77
twenty,no,16,11,78
twenty,no,16,13,86
twenty,no,16,13,79
twenty,no,16,11,87
twenty,no,16,10,81
twenty,no,16,13,97
twenty,no,16,12,95
twenty,no,16,13,93
twenty,no,16,13,96
twenty,no,16,12,76
twenty,no,32,19,103
twenty,no,32,17,93
twenty,no,32,21,98
twenty,no,32,23,108
twenty,no,32,19,96
twenty,no,32,21,97
twenty,no,32,20,90
twenty,no,32,21,104
twenty,no,32,21,105
twenty,no,32,21,107
twenty,no,32,20,98
twenty,no,32,19,104
twenty,no,32,20,101
twenty,no,32,17,92
twenty,no,32,22,105
twenty,no,32,20,90
twenty,no,32,17,91
twenty,no,32,18,99
twenty,no,32,17,97
twenty,no,32,20,102
twenty,no,32,18,95
twenty,no,32,16,91
twenty,no,32,19,103
twenty,no,32,15,97
twenty,no,32,17,90
twenty,no,32,20,106
twenty,no,32,22,104
twenty,no,32,21,101
twenty,no,32,22,97
twenty,no,32,21,100
twenty,no,32,20,99
twenty,no,32,18,91
twenty,no,32,20,103
twenty,no,32,22,99
twenty,no,32,21,106
twenty,no,32,19,96
twenty,no,32,18,95
twenty,no,32,18,100
twenty,no,32,23,103
twenty,no,32,18,92
twenty,no,32,16,92
twenty,no,32,18,104
twenty,no,32,22,104
twenty,no,32,17,99
twenty,no,32,23,108
twenty,no,32,19,103
twenty,no,32,17,100
twenty,no,32,20,104
twenty,no,32,15,82
twenty,no,32,19,102
twenty,no,32,18,96
twenty,no,32,23,103
twenty,no,32,20,102
twenty,no,32,17,100
twenty,no,32,17,94
twenty,no,32,20,101
twenty,no,32,23,106
twenty,no,32,16,99
twenty,no,32,23,108
twenty,no,32,19,101
twenty,no,32,18,101
twenty,no,32,21,106
twenty,no,32,22,105
twenty,no,32,19,95
twenty,no,32,19,101
twenty,no,32,21,100
twenty,no,32,19,98
twenty,no,32,20,106
twenty,no,32,23,106
twenty,no,32,20,95
twenty,no,32,21,98
twenty,no,32,18,103
twenty,no,32,21,95
twenty,no,32,19,90
twenty,no,32,18,100
twenty,no,32,18,104
twenty,no,32,17,90
twenty,no,32,24,109
twenty,no,32,22,107
twenty,no,32,21,106
twenty,no,32,20,107
twenty,no,32,23,104
twenty,no,32,19,94
twenty,no,32,19,101
twenty,no,32,20,96
twenty,no,32,20,107
twenty,no,32,18,103
twenty,no,32,21,105
twenty,no,32,21,103
twenty,no,32,19,101
twenty,no,32,21,103
twenty,no,32,21,98
twenty,no,32,15,94
twenty,no,32,21,104
twenty,no,32,22,109
twenty,no,32,18,92
twenty,no,32,21,104
twenty,no,32,21,102
twenty,no,32,17,103
twenty,no,32,21,95
twenty,no,64,31,117
twenty,no,64,26,108
twenty,no,64,24,108
twenty,no,64,29,116
twenty,no,64,27,106
twenty,no,64,30,114
twenty,no,64,30,112
twenty,no,64,34,119
twenty,no,64,28,111
twenty,no,64,29,109
twenty,no,64,28,114
twenty,no,64,30,113
twenty,no,64,29,114
twenty,no,64,32,116
twenty,no,64,32,115
twenty,no,64,30,107
twenty,no,64,26,109
twenty,no,64,29,110
twenty,no,64,28,111
twenty,no,64,30,115
twenty,no,64,33,117
twenty,no,64,31,117
twenty,no,64,28,110
twenty,no,64,28,108
twenty,no,64,31,116
twenty,no,64,27,109
twenty,no,64,30,109
twenty,no,64,29,109
twenty,no,64,31,118
twenty,no,64,32,120
twenty,no,64,30,112
twenty,no,64,29,112
twenty,no,64,28,112
twenty,no,64,29,116
twenty,no,64,30,117
twenty,no,64,31,113
twenty,no,64,32,116
twenty,no,64,27,103
twenty,no,64,31,116
twenty,no,64,30,111
twenty,no,64,29,114
twenty,no,64,29,111
twenty,no,64,27,110
twenty,no,64,28,110
twenty,no,64,34,117
twenty,no,64,29,113
twenty,no,64,27,112
twenty,no,64,27,109
twenty,no,64,25,108
twenty,no,64,30,116
twenty,no,64,32,121
twenty,no,64,29,115
twenty,no,64,32,116
twenty,no,64,28,111
twenty,no,64,25,103
twenty,no,64,28,112
twenty,no,64,33,117
twenty,no,64,32,114
twenty,no,64,33,116
twenty,no,64,28,115
twenty,no,64,29,110
twenty,no,64,25,108
twenty,no,64,29,114
twenty,no,64,29,108
twenty,no,64,27,115
twenty,no,64,31,115
twenty,no,64,32,115
twenty,no,64,28,112
twenty,no,64,31,117
twenty,no,64,34,118
twenty,no,64,30,113
twenty,no,64,30,109
twenty,no,64,30,114
twenty,no,64,33,117
twenty,no,64,30,104
twenty,no,64,32,113
twenty,no,64,27,110
twenty,no,64,27,113
twenty,no,64,29,110
twenty,no,64,34,120
twenty,no,64,28,111
twenty,no,64,29,107
twenty,no,64,26,111
twenty,no,64,38,120
twenty,no,64,24,100
twenty,no,64,29,106
twenty,no,64,27,112
twenty,no,64,30,117
twenty,no,64,30,114
twenty,no,64,29,113
twenty,no,64,28,112
twenty,no,64,27,108
twenty,no,64,24,107
twenty,no,64,29,115
twenty,no,64,35,119
twenty,no,64,30,105
twenty,no,64,29,112
twenty,no,64,28,112
twenty,no,64,33,118
twenty,no,64,31,114
twenty,no,128,46,131
twenty,no,128,42,126
twenty,no,128,37,124
twenty,no,128,44,129
twenty,no,128,43,129
twenty,no,128,41,127
twenty,no,128,51,133
twenty,no,128,39,122
twenty,no,128,48,131
twenty,no,128,41,125
twenty,no,128,36,122
twenty,no,128,47,132
twenty,no,128,41,128
twenty,no,128,41,126
twenty,no,128,40,123
twenty,no,128,37,120
twenty,no,128,35,119
twenty,no,128,42,125
twenty,no,128,46,133
twenty,no,128,43,129
twenty,no,128,42,129
twenty,no,128,43,129
twenty,no,128,38,121
twenty,no,128,44,128
twenty,no,128,37,123
twenty,no,128,36,120
twenty,no,128,37,122
twenty,no,128,40,121
twenty,no,128,42,125
twenty,no,128,39,122
twenty,no,128,43,131
twenty,no,128,40,126
twenty,no,128,44,130
twenty,no,128,48,135
twenty,no,128,39,124
twenty,no,128,43,124
twenty,no,128,41,126
twenty,no,128,39,123
twenty,no,128,42,127
twenty,no,128,42,126
twenty,no,128,37,121
twenty,no,128,41,125
twenty,no,128,35,120
twenty,no,128,41,122
twenty,no,128,43,126
twenty,no,128,40,125
twenty,no,128,39,125
twenty,no,128,43,128
twenty,no,128,36,120
twenty,no,128,38,121
twenty,no,128,31,116
twenty,no,128,43,126
twenty,no,128,42,126
twenty,no,128,36,119
twenty,no,128,38,126
twenty,no,128,38,122
twenty,no,128,41,126
twenty,no,128,43,126
twenty,no,128,41,125
twenty,no,128,39,123
twenty,no,128,40,125
twenty,no,128,41,126
twenty,no,128,37,115
twenty,no,128,41,125
twenty,no,128,41,124
twenty,no,128,43,127
twenty,no,128,40,122
twenty,no,128,37,122
twenty,no,128,39,122
twenty,no,128,38,119
twenty,no,128,40,122
twenty,no,128,40,124
twenty,no,128,37,122
twenty,no,128,37,122
twenty,no,128,39,122
twenty,no,128,44,129
twenty,no,128,37,120
twenty,no,128,43,129
twenty,no,128,46,129
twenty,no,128,41,128
twenty,no,128,42,131
twenty,no,128,42,128
twenty,no,128,36,119
twenty,no,128,41,125
twenty,no,128,40,122
twenty,no,128,42,126
twenty,no,128,44,130
twenty,no,128,44,133
twenty,no,128,35,119
twenty,no,128,43,129
twenty,no,128,46,134
twenty,no,128,42,126
twenty,no,128,48,134
twenty,no,128,37,121
twenty,no,128,42,125
twenty,no,128,41,122
twenty,no,128,44,129
twenty,no,128,35,114
twenty,no,128,36,123
twenty,no,128,38,121
