Pop,Theta,Growth,samplingSize,n.haplotypes
2,two,no,32,2
2,two,no,32,6
2,two,no,32,5
2,two,no,32,6
2,two,no,32,4
2,two,no,32,5
2,two,no,32,5
2,two,no,32,3
2,two,no,32,4
2,two,no,32,5
2,two,no,32,7
2,two,no,32,4
2,two,no,32,6
2,two,no,32,4
2,two,no,32,5
2,two,no,32,6
2,two,no,32,6
2,two,no,32,4
2,two,no,32,5
2,two,no,32,5
2,two,no,32,4
2,two,no,32,5
2,two,no,32,5
2,two,no,32,6
2,two,no,32,4
2,two,no,32,5
2,two,no,32,4
2,two,no,32,5
2,two,no,32,4
2,two,no,32,3
2,two,no,32,6
2,two,no,32,6
2,two,no,32,3
2,two,no,32,4
2,two,no,32,4
2,two,no,32,4
2,two,no,32,5
2,two,no,32,5
2,two,no,32,3
2,two,no,32,5
2,two,no,32,7
2,two,no,32,4
2,two,no,32,6
2,two,no,32,5
2,two,no,32,3
2,two,no,32,3
2,two,no,32,5
2,two,no,32,5
2,two,no,32,5
2,two,no,32,5
2,two,no,32,4
2,two,no,32,5
2,two,no,64,7
2,two,no,64,7
2,two,no,64,7
2,two,no,64,8
2,two,no,64,5
2,two,no,64,5
2,two,no,64,7
2,two,no,64,8
2,two,no,64,6
2,two,no,64,6
2,two,no,64,7
2,two,no,64,9
2,two,no,64,8
2,two,no,64,8
2,two,no,64,8
2,two,no,64,7
2,two,no,64,6
2,two,no,64,8
2,two,no,64,7
2,two,no,64,6
2,two,no,64,10
2,two,no,64,7
2,two,no,64,8
2,two,no,64,6
2,two,no,64,7
2,two,no,64,7
2,two,no,64,6
2,two,no,64,7
2,two,no,64,8
2,two,no,64,5
2,two,no,64,6
2,two,no,64,7
2,two,no,64,10
2,two,no,64,8
2,two,no,64,7
2,two,no,64,6
2,two,no,64,5
2,two,no,64,6
2,two,no,64,6
2,two,no,64,8
2,two,no,64,9
2,two,no,64,5
2,two,no,64,4
2,two,no,64,7
2,two,no,64,9
2,two,no,64,7
2,two,no,64,5
2,two,no,64,6
2,two,no,64,6
2,two,no,64,7
2,two,no,64,6
2,two,no,64,7
2,two,no,64,5
2,two,no,64,8
2,two,no,64,3
2,two,no,64,5
2,two,no,64,7
2,two,no,64,6
2,two,no,64,8
2,two,no,64,5
2,two,no,64,7
2,two,no,64,7
2,two,no,64,5
2,two,no,64,6
2,two,no,64,7
2,two,no,64,7
2,two,no,64,8
2,two,no,64,5
2,two,no,64,7
2,two,no,64,7
2,two,no,64,8
2,two,no,64,9
2,two,no,64,7
2,two,no,64,7
2,two,no,64,6
2,two,no,64,9
2,two,no,64,5
2,two,no,64,5
2,two,no,64,8
2,two,no,64,6
2,two,no,64,7
2,two,no,64,7
2,two,no,64,8
2,two,no,64,6
2,two,no,64,4
2,two,no,64,8
2,two,no,64,7
2,two,no,64,6
2,two,no,64,6
2,two,no,64,8
2,two,no,64,6
2,two,no,64,7
2,two,no,64,6
2,two,no,64,7
2,two,no,64,4
2,two,no,64,5
2,two,no,64,9
2,two,no,64,7
2,two,no,64,6
2,two,no,64,6
2,two,no,128,7
2,two,no,128,4
2,two,no,128,8
2,two,no,128,11
2,two,no,128,9
2,two,no,128,10
2,two,no,128,9
2,two,no,128,8
2,two,no,128,10
2,two,no,128,10
2,two,no,128,7
2,two,no,128,6
2,two,no,128,10
2,two,no,128,9
2,two,no,128,9
2,two,no,128,9
2,two,no,128,10
2,two,no,128,10
2,two,no,128,10
2,two,no,128,9
2,two,no,128,10
2,two,no,128,9
2,two,no,128,8
2,two,no,128,7
2,two,no,128,9
2,two,no,128,11
2,two,no,128,8
2,two,no,128,9
2,two,no,128,8
2,two,no,128,7
2,two,no,128,8
2,two,no,128,8
2,two,no,128,8
2,two,no,128,11
2,two,no,128,9
2,two,no,128,9
2,two,no,128,9
2,two,no,128,9
2,two,no,128,9
2,two,no,128,10
2,two,no,128,9
2,two,no,128,9
2,two,no,128,8
2,two,no,128,8
2,two,no,128,9
2,two,no,128,9
2,two,no,128,8
2,two,no,128,8
2,two,no,128,9
2,two,no,128,8
2,two,no,128,10
2,two,no,128,7
2,two,no,128,7
2,two,no,128,9
2,two,no,128,7
2,two,no,128,10
2,two,no,128,10
2,two,no,128,5
2,two,no,128,8
2,two,no,128,8
2,two,no,128,9
2,two,no,128,10
2,two,no,128,9
2,two,no,128,8
2,two,no,128,9
2,two,no,128,9
2,two,no,128,10
2,two,no,128,9
2,two,no,128,8
2,two,no,128,9
2,two,no,128,10
2,two,no,128,8
2,two,no,128,10
2,two,no,128,8
2,two,no,128,7
2,two,no,128,8
2,two,no,128,8
2,two,no,128,10
2,two,no,128,7
2,two,no,128,8
2,two,no,128,6
2,two,no,128,9
2,two,no,128,8
2,two,no,128,8
2,two,no,128,7
2,two,no,128,8
2,two,no,128,9
2,two,no,128,8
2,two,no,128,8
2,two,no,128,8
2,two,no,128,8
2,two,no,128,7
2,two,no,128,9
2,two,no,128,8
2,two,no,128,6
2,two,no,128,11
2,two,no,128,9
2,two,no,128,6
2,two,no,128,9
2,two,no,128,9
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,1
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,1
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,1
3,ten,yes,2,2
3,ten,yes,2,1
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,1
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,1
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,1
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,1
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,1
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,1
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,2
3,ten,yes,2,1
3,ten,yes,2,2
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,2
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,3
3,ten,yes,4,2
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,2
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,3
3,ten,yes,4,2
3,ten,yes,4,2
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,3
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,3
3,ten,yes,4,2
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,3
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,2
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,4,3
3,ten,yes,4,4
3,ten,yes,8,6
3,ten,yes,8,4
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,6
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,7
3,ten,yes,8,7
3,ten,yes,8,5
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,7
3,ten,yes,8,7
3,ten,yes,8,5
3,ten,yes,8,7
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,6
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,7
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,6
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,8
3,ten,yes,8,6
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,6
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,5
3,ten,yes,8,5
3,ten,yes,8,5
3,ten,yes,8,5
3,ten,yes,8,7
3,ten,yes,8,4
3,ten,yes,8,7
3,ten,yes,8,4
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,7
3,ten,yes,8,6
3,ten,yes,8,6
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,5
3,ten,yes,8,7
3,ten,yes,8,6
3,ten,yes,8,4
3,ten,yes,8,4
3,ten,yes,8,7
3,ten,yes,8,4
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,8
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,7
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,7
3,ten,yes,8,7
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,7
3,ten,yes,8,7
3,ten,yes,8,5
3,ten,yes,8,5
3,ten,yes,8,7
3,ten,yes,8,7
3,ten,yes,8,6
3,ten,yes,8,4
3,ten,yes,8,6
3,ten,yes,8,6
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,8,5
3,ten,yes,8,6
3,ten,yes,16,11
3,ten,yes,16,8
3,ten,yes,16,9
3,ten,yes,16,10
3,ten,yes,16,11
3,ten,yes,16,9
3,ten,yes,16,10
3,ten,yes,16,6
3,ten,yes,16,11
3,ten,yes,16,9
3,ten,yes,16,8
3,ten,yes,16,9
3,ten,yes,16,9
3,ten,yes,16,10
3,ten,yes,16,10
3,ten,yes,16,9
3,ten,yes,16,9
3,ten,yes,16,8
3,ten,yes,16,7
3,ten,yes,16,9
3,ten,yes,16,10
3,ten,yes,16,9
3,ten,yes,16,7
3,ten,yes,16,6
3,ten,yes,16,5
3,ten,yes,16,9
3,ten,yes,16,10
3,ten,yes,16,7
3,ten,yes,16,10
3,ten,yes,16,7
3,ten,yes,16,7
3,ten,yes,16,7
3,ten,yes,16,7
3,ten,yes,16,6
3,ten,yes,16,10
3,ten,yes,16,8
3,ten,yes,16,8
3,ten,yes,16,12
3,ten,yes,16,9
3,ten,yes,16,10
3,ten,yes,16,12
3,ten,yes,16,8
3,ten,yes,16,7
3,ten,yes,16,7
3,ten,yes,16,6
3,ten,yes,16,9
3,ten,yes,16,8
3,ten,yes,16,9
3,ten,yes,16,10
3,ten,yes,16,9
3,ten,yes,16,11
3,ten,yes,16,9
3,ten,yes,16,13
3,ten,yes,16,9
3,ten,yes,16,5
3,ten,yes,16,7
3,ten,yes,16,8
3,ten,yes,16,9
3,ten,yes,16,9
3,ten,yes,16,7
3,ten,yes,16,10
3,ten,yes,16,9
3,ten,yes,16,12
3,ten,yes,16,9
3,ten,yes,16,9
3,ten,yes,16,11
3,ten,yes,16,6
3,ten,yes,16,8
3,ten,yes,16,9
3,ten,yes,16,10
3,ten,yes,16,12
3,ten,yes,16,9
3,ten,yes,16,10
3,ten,yes,16,8
3,ten,yes,16,8
3,ten,yes,16,8
3,ten,yes,16,8
3,ten,yes,16,9
3,ten,yes,16,9
3,ten,yes,16,12
3,ten,yes,16,11
3,ten,yes,16,10
3,ten,yes,16,10
3,ten,yes,16,8
3,ten,yes,16,9
3,ten,yes,16,10
3,ten,yes,16,7
3,ten,yes,16,9
3,ten,yes,16,11
3,ten,yes,16,9
3,ten,yes,16,7
3,ten,yes,16,10
3,ten,yes,16,5
3,ten,yes,16,9
3,ten,yes,16,10
3,ten,yes,16,8
3,ten,yes,16,10
3,ten,yes,16,9
3,ten,yes,16,12
3,ten,yes,16,9
3,ten,yes,32,14
3,ten,yes,32,17
3,ten,yes,32,14
3,ten,yes,32,10
3,ten,yes,32,10
3,ten,yes,32,13
3,ten,yes,32,13
3,ten,yes,32,13
3,ten,yes,32,11
3,ten,yes,32,16
3,ten,yes,32,11
3,ten,yes,32,14
3,ten,yes,32,13
3,ten,yes,32,12
3,ten,yes,32,14
3,ten,yes,32,13
3,ten,yes,32,16
3,ten,yes,32,10
3,ten,yes,32,12
3,ten,yes,32,10
3,ten,yes,32,12
3,ten,yes,32,10
3,ten,yes,32,11
3,ten,yes,32,11
3,ten,yes,32,11
3,ten,yes,32,15
3,ten,yes,32,16
3,ten,yes,32,16
3,ten,yes,32,12
3,ten,yes,32,11
3,ten,yes,32,11
3,ten,yes,32,15
3,ten,yes,32,13
3,ten,yes,32,11
3,ten,yes,32,13
3,ten,yes,32,11
3,ten,yes,32,12
3,ten,yes,32,11
3,ten,yes,32,11
3,ten,yes,32,13
3,ten,yes,32,15
3,ten,yes,32,13
3,ten,yes,32,14
3,ten,yes,32,14
3,ten,yes,32,12
3,ten,yes,32,11
3,ten,yes,32,15
3,ten,yes,32,11
3,ten,yes,32,10
3,ten,yes,32,12
3,ten,yes,32,13
3,ten,yes,32,14
3,ten,yes,32,12
3,ten,yes,32,13
3,ten,yes,32,11
3,ten,yes,32,16
3,ten,yes,32,11
3,ten,yes,32,13
3,ten,yes,32,14
3,ten,yes,32,12
3,ten,yes,32,10
3,ten,yes,32,12
3,ten,yes,32,12
3,ten,yes,32,10
3,ten,yes,32,12
3,ten,yes,32,10
3,ten,yes,32,14
3,ten,yes,32,12
3,ten,yes,32,11
3,ten,yes,32,11
3,ten,yes,32,12
3,ten,yes,32,12
3,ten,yes,32,15
3,ten,yes,32,9
3,ten,yes,32,10
3,ten,yes,32,13
3,ten,yes,32,14
3,ten,yes,32,15
3,ten,yes,32,10
3,ten,yes,32,12
3,ten,yes,32,14
3,ten,yes,32,9
3,ten,yes,32,15
3,ten,yes,32,13
3,ten,yes,32,12
3,ten,yes,32,10
3,ten,yes,32,13
3,ten,yes,32,12
3,ten,yes,32,12
3,ten,yes,32,12
3,ten,yes,32,12
3,ten,yes,32,13
3,ten,yes,32,13
3,ten,yes,32,11
3,ten,yes,32,10
3,ten,yes,32,12
3,ten,yes,32,16
3,ten,yes,32,12
3,ten,yes,32,13
3,ten,yes,32,12
3,ten,yes,64,16
3,ten,yes,64,21
3,ten,yes,64,17
3,ten,yes,64,16
3,ten,yes,64,21
3,ten,yes,64,12
3,ten,yes,64,16
3,ten,yes,64,17
3,ten,yes,64,17
3,ten,yes,64,18
3,ten,yes,64,17
3,ten,yes,64,19
3,ten,yes,64,16
3,ten,yes,64,19
3,ten,yes,64,13
3,ten,yes,64,19
3,ten,yes,64,16
3,ten,yes,64,18
3,ten,yes,64,17
3,ten,yes,64,18
3,ten,yes,64,18
3,ten,yes,64,15
3,ten,yes,64,16
3,ten,yes,64,13
3,ten,yes,64,15
3,ten,yes,64,18
3,ten,yes,64,21
3,ten,yes,64,20
3,ten,yes,64,18
3,ten,yes,64,17
3,ten,yes,64,15
3,ten,yes,64,15
3,ten,yes,64,17
3,ten,yes,64,18
3,ten,yes,64,17
3,ten,yes,64,18
3,ten,yes,64,16
3,ten,yes,64,14
3,ten,yes,64,15
3,ten,yes,64,18
3,ten,yes,64,17
3,ten,yes,64,19
3,ten,yes,64,15
3,ten,yes,64,16
3,ten,yes,64,18
3,ten,yes,64,16
3,ten,yes,64,16
3,ten,yes,64,20
3,ten,yes,64,18
3,ten,yes,64,17
3,ten,yes,64,14
3,ten,yes,64,17
3,ten,yes,64,15
3,ten,yes,64,14
3,ten,yes,64,14
3,ten,yes,64,17
3,ten,yes,64,15
3,ten,yes,64,16
3,ten,yes,64,17
3,ten,yes,64,17
3,ten,yes,64,17
3,ten,yes,64,17
3,ten,yes,64,17
3,ten,yes,64,17
3,ten,yes,64,16
3,ten,yes,64,16
3,ten,yes,64,18
3,ten,yes,64,17
3,ten,yes,64,19
3,ten,yes,64,18
3,ten,yes,64,20
3,ten,yes,64,17
3,ten,yes,64,15
3,ten,yes,64,15
3,ten,yes,64,19
3,ten,yes,64,16
3,ten,yes,64,17
3,ten,yes,64,18
3,ten,yes,64,17
3,ten,yes,64,16
3,ten,yes,64,18
3,ten,yes,64,20
3,ten,yes,64,14
3,ten,yes,64,17
3,ten,yes,64,16
3,ten,yes,64,16
3,ten,yes,64,17
3,ten,yes,64,13
3,ten,yes,64,19
3,ten,yes,64,17
3,ten,yes,64,16
3,ten,yes,64,17
3,ten,yes,64,14
3,ten,yes,64,14
3,ten,yes,64,16
3,ten,yes,64,18
3,ten,yes,64,14
3,ten,yes,64,18
3,ten,yes,64,18
3,ten,yes,64,19
3,ten,yes,128,23
3,ten,yes,128,22
3,ten,yes,128,19
3,ten,yes,128,21
3,ten,yes,128,18
3,ten,yes,128,22
3,ten,yes,128,23
3,ten,yes,128,25
3,ten,yes,128,24
3,ten,yes,128,23
3,ten,yes,128,22
3,ten,yes,128,22
3,ten,yes,128,25
3,ten,yes,128,22
3,ten,yes,128,22
3,ten,yes,128,20
3,ten,yes,128,21
3,ten,yes,128,22
3,ten,yes,128,24
3,ten,yes,128,21
3,ten,yes,128,24
3,ten,yes,128,18
3,ten,yes,128,22
3,ten,yes,128,24
3,ten,yes,128,22
3,ten,yes,128,20
3,ten,yes,128,24
3,ten,yes,128,26
3,ten,yes,128,24
3,ten,yes,128,24
3,ten,yes,128,23
3,ten,yes,128,24
3,ten,yes,128,23
3,ten,yes,128,23
3,ten,yes,128,24
3,ten,yes,128,18
3,ten,yes,128,21
3,ten,yes,128,23
3,ten,yes,128,21
3,ten,yes,128,23
3,ten,yes,128,24
3,ten,yes,128,23
3,ten,yes,128,20
3,ten,yes,128,23
3,ten,yes,128,21
3,ten,yes,128,22
3,ten,yes,128,20
3,ten,yes,128,23
3,ten,yes,128,23
3,ten,yes,128,23
3,ten,yes,128,23
3,ten,yes,128,24
3,ten,yes,128,20
3,ten,yes,128,25
3,ten,yes,128,24
3,ten,yes,128,25
3,ten,yes,128,21
3,ten,yes,128,25
3,ten,yes,128,24
3,ten,yes,128,21
3,ten,yes,128,19
3,ten,yes,128,22
3,ten,yes,128,21
3,ten,yes,128,25
3,ten,yes,128,22
3,ten,yes,128,27
3,ten,yes,128,22
3,ten,yes,128,22
3,ten,yes,128,22
3,ten,yes,128,25
3,ten,yes,128,23
3,ten,yes,128,22
3,ten,yes,128,20
3,ten,yes,128,22
3,ten,yes,128,25
3,ten,yes,128,21
3,ten,yes,128,23
3,ten,yes,128,25
3,ten,yes,128,21
3,ten,yes,128,25
3,ten,yes,128,18
3,ten,yes,128,23
3,ten,yes,128,23
3,ten,yes,128,21
3,ten,yes,128,23
3,ten,yes,128,26
3,ten,yes,128,21
3,ten,yes,128,22
3,ten,yes,128,22
3,ten,yes,128,22
3,ten,yes,128,25
3,ten,yes,128,20
3,ten,yes,128,22
3,ten,yes,128,24
3,ten,yes,128,26
3,ten,yes,128,21
3,ten,yes,128,24
3,ten,yes,128,23
3,ten,yes,128,22
3,ten,yes,128,24
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,1
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,1
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,1
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,1
4,ten,no,2,2
4,ten,no,2,1
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,1
4,ten,no,2,1
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,1
4,ten,no,2,1
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,1
4,ten,no,2,1
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,2,2
4,ten,no,4,4
4,ten,no,4,3
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,3
4,ten,no,4,3
4,ten,no,4,2
4,ten,no,4,3
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,3
4,ten,no,4,2
4,ten,no,4,3
4,ten,no,4,3
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,3
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,2
4,ten,no,4,1
4,ten,no,4,3
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,3
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,3
4,ten,no,4,4
4,ten,no,4,3
4,ten,no,4,3
4,ten,no,4,4
4,ten,no,4,2
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,3
4,ten,no,4,4
4,ten,no,4,2
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,3
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,4
4,ten,no,4,4
